StringID Type x y demand ReadyTime DueDate ServiceTime
D0 d 40 50.0 0.0 0.0 3390.0 0.0
Dt d 40 50.0 0.0 0.0 3390.0 0.0
C8 c3 34 60.0 20.0 12.0 332.0 90.0
C9 c2 28 70.0 10.0 138.0 458.0 90.0
C47 c2 30 35.0 10.0 227.0 547.0 90.0
C60 c1 35 5.0 20.0 1312.0 1632.0 90.0
C94 c1 65 82.0 10.0 429.0 749.0 90.0
C75 c1 45 65.0 20.0 1099.0 1419.0 90.0
C66 c3 47 35.0 10.0 2633.0 2953.0 90.0
C99 c1 55 80.0 10.0 810.0 1130.0 90.0
C56 c3 40 5.0 30.0 1497.0 1817.0 90.0
C15 c2 20 80.0 40.0 331.0 651.0 90.0
P0 p 34 59.0 0.0 0.0 3390.0 45.0
param CV := 700.0 nan nan nan nan
param V := 1.0 nan nan nan nan
