StringID Type x y demand ReadyTime DueDate ServiceTime
D0 d 35 35 0 0 230 0
Dt d 35 35 0 0 230 0
S0 f 35 35 0 0 230 0
S1 f 61 37 0 0 230 0
S2 f 74 39 0 0 230 0
S3 f 47 57 0 0 230 0
S4 f 57 65 0 0 230 0
S5 f 29 59 0 0 230 0
S6 f 34 71 0 0 230 0
S7 f 22 58 0 0 230 0
S8 f 7 61 0 0 230 0
S9 f 18 41 0 0 230 0
S10 f 5 39 0 0 230 0
S11 f 14 20 0 0 230 0
S12 f 0 26 0 0 230 0
S13 f 24 25 0 0 230 0
S14 f 26 6 0 0 230 0
S15 f 34 20 0 0 230 0
S16 f 41 5 0 0 230 0
S17 f 50 9 0 0 230 0
S18 f 61 14 0 0 230 0
S19 f 62 21 0 0 230 0
S20 f 74 30 0 0 230 0
C1 c3 41 49 10 26 56 10
C2 c1 35 17 7 0 202 10
C3 c2 55 45 13 23 53 10
C4 c1 55 20 19 97 127 10
C5 c3 15 30 26 0 199 10
C6 c1 25 30 3 85 115 10
C7 c3 20 50 5 78 108 10
C8 c2 10 43 9 27 57 10
C9 c1 55 60 16 0 187 10
C10 c2 30 60 16 0 194 10
C11 c2 20 65 12 51 81 10
C12 c3 50 35 19 167 197 10
C13 c2 30 25 23 0 208 10
C14 c2 15 10 20 147 177 10
C15 c1 30 5 8 104 134 10
C16 c3 10 20 19 61 91 10
C17 c2 5 30 2 63 93 10
C18 c1 20 40 12 0 204 10
C19 c2 15 60 17 46 76 10
C20 c2 45 65 9 149 179 10
C21 c2 45 20 11 0 201 10
C22 c3 45 10 18 0 193 10
C23 c1 55 5 29 109 139 10
C24 c2 65 35 3 0 190 10
C25 c2 65 20 6 0 186 10
C26 c3 45 30 17 164 194 10
C27 c1 35 40 16 163 193 10
C28 c2 41 37 16 0 213 10
C29 c1 64 42 9 107 137 10
C30 c3 40 60 21 153 183 10
C31 c1 31 52 27 18 48 10
C32 c2 35 69 23 49 79 10
C33 c1 53 52 11 44 74 10
C34 c3 65 55 14 0 183 10
C35 c2 63 65 8 145 175 10
C36 c2 2 60 5 68 98 10
C37 c3 20 20 8 168 198 10
C38 c2 5 5 16 56 86 10
C39 c1 60 12 31 50 80 10
C40 c1 40 25 9 24 54 10
C41 c2 42 7 5 161 191 10
C42 c1 24 12 5 137 167 10
C43 c2 23 3 7 43 73 10
C44 c1 11 14 18 158 188 10
C45 c2 6 38 16 115 145 10
C46 c2 2 48 1 45 75 10
C47 c2 8 56 27 0 185 10
C48 c2 13 52 36 137 167 10
C49 c3 6 68 30 142 172 10
C50 c3 47 47 13 108 138 10
C51 c2 49 58 10 163 193 10
C52 c2 27 43 9 101 131 10
C53 c3 37 31 14 0 215 10
C54 c3 57 29 18 78 108 10
C55 c3 63 23 2 0 189 10
C56 c2 53 12 6 48 78 10
C57 c2 32 12 7 166 196 10
C58 c2 36 26 18 102 132 10
C59 c3 21 24 28 91 121 10
C60 c2 17 34 3 0 201 10
C61 c2 12 24 13 26 56 10
C62 c3 24 58 19 0 194 10
C63 c1 27 69 10 122 152 10
C64 c1 15 77 9 101 131 10
C65 c3 62 77 20 63 93 10
C66 c3 49 73 25 56 86 10
C67 c3 67 5 25 0 176 10
C68 c3 56 39 36 47 77 10
C69 c1 37 47 6 141 171 10
C70 c3 37 56 5 39 69 10
C71 c2 57 68 15 150 180 10
C72 c1 47 16 25 101 131 10
C73 c3 44 17 9 126 156 10
C74 c2 46 13 8 25 55 10
C75 c1 49 11 18 0 192 10
C76 c3 49 42 13 173 203 10
C77 c2 53 43 14 140 170 10
C78 c2 61 52 3 84 114 10
C79 c2 57 48 23 80 110 10
C80 c3 56 37 6 98 128 10
C81 c2 55 54 26 0 192 10
C82 c1 15 47 16 159 189 10
C83 c1 14 37 11 134 164 10
C84 c1 11 31 7 86 116 10
C85 c3 16 22 41 83 113 10
C86 c3 4 18 35 89 119 10
C87 c3 28 18 26 156 186 10
C88 c3 26 52 9 156 186 10
C89 c3 26 35 15 35 65 10
C90 c1 31 67 3 59 89 10
C91 c1 15 19 1 77 107 10
C92 c1 22 22 2 114 144 10
C93 c1 18 24 22 0 199 10
