StringID Type x y demand ReadyTime DueDate ServiceTime
D0 d 40 50.0 0.0 0.0 240.0 0.0
Dt d 40 50.0 0.0 0.0 240.0 0.0
C6 c2 18 75.0 20.0 53.0 187.0 10.0
C10 c3 10 40.0 30.0 54.0 154.0 10.0
C41 c2 58 75.0 20.0 66.0 184.0 10.0
C54 c2 55 60.0 16.0 100.0 211.0 10.0
C45 c3 20 82.0 10.0 38.0 192.0 10.0
C46 c1 18 80.0 10.0 70.0 192.0 10.0
C19 c1 42 10.0 40.0 64.0 182.0 10.0
C25 c1 35 5.0 20.0 79.0 184.0 10.0
C23 c1 38 5.0 30.0 55.0 184.0 10.0
C83 c2 37 31.0 14.0 74.0 192.0 10.0
C53 c2 20 50.0 5.0 20.0 136.0 10.0
C40 c1 60 85.0 30.0 96.0 189.0 10.0
C33 c1 85 25.0 10.0 68.0 178.0 10.0
C63 c2 65 20.0 6.0 60.0 190.0 10.0
C66 c3 41 37.0 16.0 14.0 146.0 10.0
P0 p 76 61.0 0.0 0.0 240.0 5.0
param CV := 200.0 nan nan nan nan
param V := 1.0 nan nan nan nan
