StringID Type x y demand ReadyTime DueDate ServiceTime
D0 d 35 35 0 0 230 0
Dt d 35 35 0 0 230 0
S0 f 35 35 0 0 230 0
S1 f 64 37 0 0 230 0
S5 f 28 62 0 0 230 0
S7 f 20 61 0 0 230 0
S9 f 15 42 0 0 230 0
S11 f 11 18 0 0 230 0
S12 f -2 25 0 0 230 0
S14 f 25 4 0 0 230 0
C38 c1 5 5 16 113 123 10
C11 c3 20 65 12 55 65 10
C45 c3 6 38 16 125 135 10
C2 c1 35 17 7 0 202 10
C7 c2 20 50 5 88 98 10
C59 c3 21 24 28 101 111 10
C75 c1 49 11 18 0 192 10
C48 c1 13 52 36 147 157 10
C17 c2 5 30 2 87 97 10
C1 c2 41 49 10 36 46 10
C70 c1 37 56 5 49 59 10
C91 c1 15 19 1 87 97 10
C52 c3 27 43 9 111 121 10
C95 c1 25 24 20 140 150 10
C80 c2 56 37 6 108 118 10
P0 p 34 62 0 0 230 5
param Q := 60.63
param CV := 200
param r := 1
param g := 0.49
param V := 1
